Date,State,Branch,Staffs,Sales,Expenses,Staff_daily,Profit,,,,,,
12/01/2015,Kwara,Branch D,20,954935,581474,100000,273461,,,,,,
13/01/2015,Osun,Branch C,11,836217,554792,55000,226425,,,,,,
14/01/2015,Osun,Branch A,17,1136266,581425,85000,469841,,,,,,
15/01/2015,Osun,Branch A,18,711143,778240,90000,-157097,,,,,,
16/01/2015,Lagos,Branch D,13,765386,768548,65000,-68162,,,,,,
17/01/2015,Osun,Branch B,18,781717,752233,90000,-60516,,,,,,
18/01/2015,Lagos,Branch A,16,670014,593071,80000,-3057,,,,,,
19/01/2015,Osun,Branch B,15,738584,313655,75000,349929,,,,,,
20/01/2015,Lagos,Branch D,10,1200125,743746,50000,406379,,,,,,
21/01/2015,Osun,Branch A,14,1086686,311761,70000,704925,,,,,,
22/01/2015,Osun,Branch D,14,1099856,758940,70000,270916,,,,,,
23/01/2015,Kwara,Branch D,13,1318593,559497,65000,694096,,,,,,
24/01/2015,Lagos,Branch A,21,697590,534467,105000,58123,,,,,,
25/01/2015,Lagos,Branch A,11,907337,566424,55000,285913,,,,,,
26/01/2015,Osun,Branch D,15,1285606,407714,75000,802892,,,,,,
27/01/2015,Kwara,Branch A,17,913594,559280,85000,269314,,,,,,
28/01/2015,Kwara,Branch B,13,618661,598505,65000,-44844,,,,,,
29/01/2015,Osun,Branch D,21,629154,569437,105000,-45283,,,,,,
30/01/2015,Kwara,Branch A,13,1273471,572620,65000,635851,,,,,,
31/01/2015,Lagos,Branch B,20,812468,338637,100000,373831,,,,,,
01/02/2015,Lagos,Branch A,21,1300556,345772,105000,849784,,,,,,
02/02/2015,Lagos,Branch A,16,1059141,640439,80000,338702,,,,,,
03/02/2015,Osun,Branch D,13,808013,312583,65000,430430,,,,,,
04/02/2015,Kwara,Branch D,18,807868,443962,90000,273906,,,,,,
05/02/2015,Kwara,Branch B,21,1122294,390218,105000,627076,,,,,,
06/02/2015,Osun,Branch A,13,684941,540936,65000,79005,,,,,,
07/02/2015,Kwara,Branch D,17,785255,433686,85000,266569,,,,,,
08/02/2015,Lagos,Branch D,17,1218251,580460,85000,552791,,,,,,
09/02/2015,Kwara,Branch A,16,668093,582698,80000,5395,,,,,,
10/02/2015,Osun,Branch D,14,1140426,304659,70000,765767,,,,,,
11/02/2015,Kwara,Branch C,15,852771,322177,75000,455594,,,,,,
12/02/2015,Kwara,Branch B,20,1349276,601056,100000,648220,,,,,,
13/02/2015,Lagos,Branch C,17,845712,436471,85000,324241,,,,,,
14/02/2015,Osun,Branch C,10,627385,334138,50000,243247,,,,,,
15/02/2015,Kwara,Branch A,13,640063,697006,65000,-121943,,,,,,
16/02/2015,Kwara,Branch B,14,1342755,724902,70000,547853,,,,,,
17/02/2015,Osun,Branch B,13,1227303,484631,65000,677672,,,,,,
18/02/2015,Osun,Branch B,15,881522,696428,75000,110094,,,,,,
19/02/2015,Lagos,Branch D,12,627599,710884,60000,-143285,,,,,,
20/02/2015,Kwara,Branch C,20,755652,669895,100000,-14243,,,,,,
21/02/2015,Kwara,Branch A,20,1358349,300260,100000,958089,,,,,,
22/02/2015,Lagos,Branch B,11,1039315,690696,55000,293619,,,,,,
23/02/2015,Kwara,Branch C,11,988284,775467,55000,157817,,,,,,
24/02/2015,Kwara,Branch C,16,771626,773012,80000,-81386,,,,,,
25/02/2015,Osun,Branch D,18,912209,707513,90000,114696,,,,,,
26/02/2015,Lagos,Branch D,11,1318313,496980,55000,766333,,,,,,
27/02/2015,Osun,Branch B,11,915339,767625,55000,92714,,,,,,
28/02/2015,Lagos,Branch A,17,1195749,574548,85000,536201,,,,,,
01/03/2015,Lagos,Branch C,21,781149,586337,105000,89812,,,,,,
02/03/2015,Lagos,Branch A,13,741148,599520,65000,76628,,,,,,
03/03/2015,Kwara,Branch B,17,961813,631673,85000,245140,,,,,,
04/03/2015,Kwara,Branch B,21,958736,652601,105000,201135,,,,,,
05/03/2015,Lagos,Branch C,18,855714,615624,90000,150090,,,,,,
06/03/2015,Lagos,Branch A,18,1198121,334314,90000,773807,,,,,,
07/03/2015,Lagos,Branch C,21,757412,315950,105000,336462,,,,,,
08/03/2015,Lagos,Branch D,14,1313612,394086,70000,849526,,,,,,
09/03/2015,Kwara,Branch A,10,1258888,447040,50000,761848,,,,,,
10/03/2015,Lagos,Branch D,10,757996,722667,50000,-14671,,,,,,
11/03/2015,Lagos,Branch A,21,616117,519775,105000,-8658,,,,,,
12/03/2015,Kwara,Branch C,11,691041,701390,55000,-65349,,,,,,
13/03/2015,Lagos,Branch B,12,1072906,636195,60000,376711,,,,,,
14/03/2015,Kwara,Branch D,16,1197712,523547,80000,594165,,,,,,
15/03/2015,Kwara,Branch C,21,894865,535080,105000,254785,,,,,,
16/03/2015,Lagos,Branch C,15,1144666,593181,75000,476485,,,,,,
17/03/2015,Osun,Branch B,11,670929,573993,55000,41936,,,,,,
18/03/2015,Lagos,Branch B,17,692262,457199,85000,150063,,,,,,
19/03/2015,Kwara,Branch A,15,1114446,512438,75000,527008,,,,,,
20/03/2015,Lagos,Branch D,12,1085726,562601,60000,463125,,,,,,
21/03/2015,Osun,Branch D,20,872921,310802,100000,462119,,,,,,
22/03/2015,Lagos,Branch A,16,1216654,546762,80000,589892,,,,,,
23/03/2015,Kwara,Branch C,16,979266,747343,80000,151923,,,,,,
24/03/2015,Osun,Branch B,15,668850,415373,75000,178477,,,,,,
25/03/2015,Kwara,Branch D,18,1188441,736987,90000,361454,,,,,,
26/03/2015,Kwara,Branch D,11,619875,745524,55000,-180649,,,,,,
27/03/2015,Lagos,Branch C,17,1253378,715712,85000,452666,,,,,,
28/03/2015,Lagos,Branch A,17,673331,465014,85000,123317,,,,,,
29/03/2015,Osun,Branch A,14,865016,455581,70000,339435,,,,,,
30/03/2015,Osun,Branch C,18,605854,363452,90000,152402,,,,,,
31/03/2015,Osun,Branch C,18,1003082,716387,90000,196695,,,,,,
01/04/2015,Lagos,Branch B,15,806082,655668,75000,75414,,,,,,
02/04/2015,Osun,Branch B,11,1306040,325858,55000,925182,,,,,,
03/04/2015,Lagos,Branch D,13,996892,540509,65000,391383,,,,,,
04/04/2015,Osun,Branch B,20,833509,793625,100000,-60116,,,,,,
05/04/2015,Lagos,Branch B,10,693804,643124,50000,680,,,,,,
06/04/2015,Osun,Branch B,19,801008,427331,95000,278677,,,,,,
07/04/2015,Lagos,Branch D,21,993026,660112,105000,227914,,,,,,
08/04/2015,Lagos,Branch B,20,793582,652550,100000,41032,,,,,,
09/04/2015,Kwara,Branch A,16,1078686,508998,80000,489688,,,,,,
10/04/2015,Kwara,Branch B,21,1134911,580262,105000,449649,,,,,,
11/04/2015,Kwara,Branch D,14,1245212,310153,70000,865059,,,,,,
12/04/2015,Lagos,Branch C,17,870275,779306,85000,5969,,,,,,
13/04/2015,Osun,Branch A,18,1017565,461532,90000,466033,,,,,,
14/04/2015,Kwara,Branch A,11,1141139,730774,55000,355365,,,,,,
15/04/2015,Osun,Branch B,11,792430,511990,55000,225440,,,,,,
16/04/2015,Osun,Branch B,12,624175,450386,60000,113789,,,,,,
17/04/2015,Lagos,Branch D,15,687933,568317,75000,44616,,,,,,
18/04/2015,Lagos,Branch C,12,674505,451345,60000,163160,,,,,,
19/04/2015,Kwara,Branch B,15,679934,426115,75000,178819,,,,,,
20/04/2015,Kwara,Branch D,20,1301858,630124,100000,571734,,,,,,
21/04/2015,Osun,Branch B,16,853124,322789,80000,450335,,,,,,
22/04/2015,Lagos,Branch A,20,602677,396388,100000,106289,,,,,,
23/04/2015,Lagos,Branch D,15,676522,300865,75000,300657,,,,,,
24/04/2015,Osun,Branch A,13,1188474,548082,65000,575392,,,,,,
25/04/2015,Osun,Branch A,15,1077712,552291,75000,450421,,,,,,
26/04/2015,Lagos,Branch A,14,1179025,414804,70000,694221,,,,,,
27/04/2015,Kwara,Branch A,21,726775,449336,105000,172439,,,,,,
28/04/2015,Osun,Branch B,19,864204,649937,95000,119267,,,,,,
29/04/2015,Lagos,Branch A,12,1003756,641303,60000,302453,,,,,,
30/04/2015,Osun,Branch C,12,1232573,604828,60000,567745,,,,,,
01/05/2015,Osun,Branch C,18,681014,512145,90000,78869,,,,,,
02/05/2015,Lagos,Branch A,11,965498,730780,55000,179718,,,,,,
03/05/2015,Kwara,Branch D,13,828936,335764,65000,428172,,,,,,
04/05/2015,Osun,Branch C,18,639748,668084,90000,-118336,,,,,,
05/05/2015,Lagos,Branch A,20,1044697,536904,100000,407793,,,,,,
06/05/2015,Lagos,Branch D,10,713574,312173,50000,351401,,,,,,
07/05/2015,Kwara,Branch B,15,635513,659013,75000,-98500,,,,,,
08/05/2015,Kwara,Branch B,16,932173,599827,80000,252346,,,,,,
09/05/2015,Kwara,Branch A,14,673065,362897,70000,240168,,,,,,
10/05/2015,Kwara,Branch C,12,652102,751265,60000,-159163,,,,,,
11/05/2015,Lagos,Branch C,19,685281,660707,95000,-70426,,,,,,
12/05/2015,Kwara,Branch B,20,673516,721447,100000,-147931,,,,,,
13/05/2015,Lagos,Branch A,10,1365743,356156,50000,959587,,,,,,
14/05/2015,Osun,Branch D,17,878686,307488,85000,486198,,,,,,
15/05/2015,Osun,Branch D,10,999365,600333,50000,349032,,,,,,
16/05/2015,Kwara,Branch D,16,902342,403315,80000,419027,,,,,,
17/05/2015,Osun,Branch C,21,1114967,609094,105000,400873,,,,,,
18/05/2015,Osun,Branch C,15,939977,699525,75000,165452,,,,,,
19/05/2015,Osun,Branch C,11,1184711,760947,55000,368764,,,,,,
20/05/2015,Kwara,Branch A,20,683523,738725,100000,-155202,,,,,,
21/05/2015,Lagos,Branch D,11,927735,624918,55000,247817,,,,,,
22/05/2015,Osun,Branch A,21,1323415,613647,105000,604768,,,,,,
23/05/2015,Lagos,Branch D,10,1033156,435480,50000,547676,,,,,,
24/05/2015,Lagos,Branch C,12,1166782,711816,60000,394966,,,,,,
25/05/2015,Kwara,Branch D,20,647013,435480,100000,111533,,,,,,
26/05/2015,Lagos,Branch D,16,1011575,680874,80000,250701,,,,,,
27/05/2015,Kwara,Branch C,20,1302783,483825,100000,718958,,,,,,
28/05/2015,Lagos,Branch C,20,1162035,631335,100000,430700,,,,,,
29/05/2015,Osun,Branch B,17,893184,454771,85000,353413,,,,,,
30/05/2015,Kwara,Branch A,21,936355,420678,105000,410677,,,,,,
31/05/2015,Osun,Branch D,12,959456,580207,60000,319249,,,,,,
01/06/2015,Osun,Branch A,20,865017,329727,100000,435290,,,,,,
02/06/2015,Lagos,Branch B,14,1398166,588487,70000,739679,,,,,,
03/06/2015,Osun,Branch B,11,1311413,398110,55000,858303,,,,,,
04/06/2015,Osun,Branch C,21,1146222,568418,105000,472804,,,,,,
05/06/2015,Kwara,Branch C,20,1231474,663522,100000,467952,,,,,,
06/06/2015,Kwara,Branch C,13,778854,589145,65000,124709,,,,,,
07/06/2015,Osun,Branch A,10,624039,667020,50000,-92981,,,,,,
08/06/2015,Kwara,Branch D,11,750165,747731,55000,-52566,,,,,,
09/06/2015,Kwara,Branch B,17,808524,381608,85000,341916,,,,,,
10/06/2015,Osun,Branch D,11,1062642,510477,55000,497165,,,,,,
11/06/2015,Osun,Branch A,11,774787,405819,55000,313968,,,,,,
12/06/2015,Osun,Branch D,10,930165,528450,50000,351715,,,,,,
13/06/2015,Lagos,Branch B,10,1245153,519389,50000,675764,,,,,,
14/06/2015,Kwara,Branch B,14,1251994,579279,70000,602715,,,,,,
15/06/2015,Osun,Branch A,10,1193246,582734,50000,560512,,,,,,
16/06/2015,Kwara,Branch A,21,1294095,752556,105000,436539,,,,,,
17/06/2015,Kwara,Branch B,16,1352092,750968,80000,521124,,,,,,
18/06/2015,Lagos,Branch C,17,1341104,636664,85000,619440,,,,,,
19/06/2015,Osun,Branch B,20,686257,686756,100000,-100499,,,,,,
20/06/2015,Lagos,Branch B,15,633019,412898,75000,145121,,,,,,
21/06/2015,Kwara,Branch C,18,1317418,356371,90000,871047,,,,,,
22/06/2015,Lagos,Branch D,20,1340541,447807,100000,792734,,,,,,
23/06/2015,Osun,Branch B,11,657040,798206,55000,-196166,,,,,,
24/06/2015,Osun,Branch C,14,752099,607319,70000,74780,,,,,,
25/06/2015,Kwara,Branch A,20,1097967,746265,100000,251702,,,,,,
26/06/2015,Lagos,Branch D,11,1203045,444094,55000,703951,,,,,,
27/06/2015,Lagos,Branch D,21,841387,654502,105000,81885,,,,,,
28/06/2015,Osun,Branch A,14,1361486,357096,70000,934390,,,,,,
29/06/2015,Kwara,Branch A,16,1139999,456663,80000,603336,,,,,,
30/06/2015,Osun,Branch B,14,779082,721603,70000,-12521,,,,,,
01/01/2015,Osun,Branch D,19,635932,637349,95000,-96417,,,,,,
02/01/2015,Lagos,Branch C,15,980471,721159,75000,184312,,,,,,
03/01/2015,Osun,Branch C,14,1127765,768418,70000,289347,,,,,,
04/01/2015,Lagos,Branch B,10,935668,305901,50000,579767,,,,,,
05/01/2015,Lagos,Branch B,10,699498,687403,50000,-37905,,,,,,
06/01/2015,Osun,Branch D,12,946601,605165,60000,281436,,,,,,
07/01/2015,Kwara,Branch C,18,1340491,446965,90000,803526,,,,,,
08/01/2015,Kwara,Branch C,13,606840,393305,65000,148535,,,,,,
09/01/2015,Kwara,Branch D,13,1307479,339790,65000,902689,,,,,,
10/01/2015,Lagos,Branch A,13,919008,680368,65000,173640,,,,,,
11/01/2015,Lagos,Branch C,19,1022554,546441,95000,381113,,,,,,
12/01/2015,Osun,Branch D,17,1219945,612468,85000,522477,,,,,,
13/01/2015,Kwara,Branch A,11,1281849,327668,55000,899181,,,,,,
14/01/2015,Lagos,Branch C,10,656552,779257,50000,-172705,,,,,,
15/01/2015,Kwara,Branch B,19,829032,417791,95000,316241,,,,,,
16/01/2015,Kwara,Branch C,17,687315,435681,85000,166634,,,,,,
17/01/2015,Osun,Branch B,15,857073,671481,75000,110592,,,,,,
18/01/2015,Osun,Branch B,14,1140473,641325,70000,429148,,,,,,
19/01/2015,Osun,Branch D,17,807249,643259,85000,78990,,,,,,
20/01/2015,Osun,Branch D,14,1018217,338289,70000,609928,,,,,,
21/01/2015,Lagos,Branch C,12,1260815,553597,60000,647218,,,,,,
22/01/2015,Lagos,Branch A,14,1326563,532532,70000,724031,,,,,,
23/01/2015,Lagos,Branch B,12,623382,387200,60000,176182,,,,,,
24/01/2015,Lagos,Branch D,17,967530,555107,85000,327423,,,,,,
25/01/2015,Lagos,Branch B,11,1243386,321638,55000,866748,,,,,,
26/01/2015,Osun,Branch A,15,1042985,611769,75000,356216,,,,,,
27/01/2015,Kwara,Branch C,16,1033471,499844,80000,453627,,,,,,
28/01/2015,Kwara,Branch B,14,1366397,749445,70000,546952,,,,,,
29/01/2015,Osun,Branch D,17,1395282,551056,85000,759226,,,,,,
30/01/2015,Osun,Branch D,13,608986,344769,65000,199217,,,,,,
31/01/2015,Kwara,Branch C,20,664434,440536,100000,123898,,,,,,
01/02/2015,Osun,Branch B,20,901733,380859,100000,420874,,,,,,
02/02/2015,Lagos,Branch D,10,930720,521360,50000,359360,,,,,,
03/02/2015,Osun,Branch D,13,1307513,598238,65000,644275,,,,,,
04/02/2015,Kwara,Branch A,10,845844,620789,50000,175055,,,,,,
05/02/2015,Osun,Branch A,12,1388434,352331,60000,976103,,,,,,
06/02/2015,Lagos,Branch D,21,1120033,752983,105000,262050,,,,,,
07/02/2015,Lagos,Branch D,12,612274,331188,60000,221086,,,,,,
08/02/2015,Lagos,Branch C,20,796125,595492,100000,100633,,,,,,
09/02/2015,Kwara,Branch D,20,942638,424811,100000,417827,,,,,,
10/02/2015,Osun,Branch A,13,861769,460753,65000,336016,,,,,,
11/02/2015,Osun,Branch B,15,1075339,556008,75000,444331,,,,,,
12/02/2015,Kwara,Branch A,21,1332336,452515,105000,774821,,,,,,
13/02/2015,Osun,Branch D,14,840276,652667,70000,117609,,,,,,
14/02/2015,Kwara,Branch C,21,1034145,415760,105000,513385,,,,,,
15/02/2015,Osun,Branch C,10,733641,556280,50000,127361,,,,,,
16/02/2015,Lagos,Branch B,19,836453,444869,95000,296584,,,,,,
17/02/2015,Lagos,Branch A,17,1250812,473968,85000,691844,,,,,,
18/02/2015,Osun,Branch A,19,1154937,688246,95000,371691,,,,,,
19/02/2015,Osun,Branch C,21,679883,737217,105000,-162334,,,,,,
20/02/2015,Kwara,Branch A,10,686196,613904,50000,22292,,,,,,
21/02/2015,Kwara,Branch C,19,735197,535024,95000,105173,,,,,,
22/02/2015,Osun,Branch D,18,842900,397435,90000,355465,,,,,,
23/02/2015,Lagos,Branch D,20,995829,785986,100000,109843,,,,,,
24/02/2015,Lagos,Branch C,12,813774,633448,60000,120326,,,,,,
25/02/2015,Osun,Branch B,14,1271848,767451,70000,434397,,,,,,
26/02/2015,Lagos,Branch A,17,1356768,406760,85000,865008,,,,,,
27/02/2015,Lagos,Branch C,10,940798,420367,50000,470431,,,,,,
28/02/2015,Osun,Branch A,17,1304818,649384,85000,570434,,,,,,
01/03/2015,Lagos,Branch A,14,1285147,718005,70000,497142,,,,,,
02/03/2015,Kwara,Branch B,20,1152926,306064,100000,746862,,,,,,
03/03/2015,Osun,Branch A,18,1031478,741803,90000,199675,,,,,,
04/03/2015,Lagos,Branch C,13,1282621,719980,65000,497641,,,,,,
05/03/2015,Lagos,Branch B,19,879922,594762,95000,190160,,,,,,
06/03/2015,Lagos,Branch A,14,975890,694726,70000,211164,,,,,,
07/03/2015,Lagos,Branch C,16,1052290,303926,80000,668364,,,,,,
08/03/2015,Lagos,Branch D,21,917817,717483,105000,95334,,,,,,
09/03/2015,Lagos,Branch C,17,881538,649626,85000,146912,,,,,,
10/03/2015,Osun,Branch C,17,1271854,529115,85000,657739,,,,,,
11/03/2015,Osun,Branch A,17,1234532,520040,85000,629492,,,,,,
12/03/2015,Osun,Branch D,16,1160595,527796,80000,552799,,,,,,
13/03/2015,Lagos,Branch C,12,1004577,757887,60000,186690,,,,,,
14/03/2015,Kwara,Branch C,12,815466,483516,60000,271950,,,,,,
15/03/2015,Kwara,Branch D,16,1147992,640002,80000,427990,,,,,,
16/03/2015,Osun,Branch D,11,1009414,485342,55000,469072,,,,,,
17/03/2015,Kwara,Branch C,18,1197592,471423,90000,636169,,,,,,
18/03/2015,Osun,Branch A,11,799407,392758,55000,351649,,,,,,
19/03/2015,Osun,Branch D,14,688912,632497,70000,-13585,,,,,,
20/03/2015,Kwara,Branch D,11,669183,660027,55000,-45844,,,,,,
21/03/2015,Lagos,Branch B,18,833841,550315,90000,193526,,,,,,
22/03/2015,Osun,Branch B,16,719560,548052,80000,91508,,,,,,
23/03/2015,Lagos,Branch D,13,824016,493714,65000,265302,,,,,,
24/03/2015,Lagos,Branch D,11,1222553,775599,55000,391954,,,,,,
25/03/2015,Kwara,Branch A,17,947359,429713,85000,432646,,,,,,
26/03/2015,Osun,Branch A,19,861681,449050,95000,317631,,,,,,
27/03/2015,Kwara,Branch A,11,813648,359795,55000,398853,,,,,,
28/03/2015,Lagos,Branch B,16,1030112,677007,80000,273105,,,,,,
29/03/2015,Lagos,Branch B,15,919016,768589,75000,75427,,,,,,
30/03/2015,Lagos,Branch C,11,945436,550354,55000,340082,,,,,,
31/03/2015,Osun,Branch C,17,787866,586604,85000,116262,,,,,,
01/04/2015,Kwara,Branch D,19,832809,717892,95000,19917,,,,,,
02/04/2015,Lagos,Branch C,15,1161402,457970,75000,628432,,,,,,
03/04/2015,Kwara,Branch B,12,716928,478446,60000,178482,,,,,,
04/04/2015,Lagos,Branch B,20,982127,494390,100000,387737,,,,,,
05/04/2015,Lagos,Branch C,13,1370954,521870,65000,784084,,,,,,
06/04/2015,Osun,Branch A,21,1272776,570113,105000,597663,,,,,,
07/04/2015,Kwara,Branch C,16,1020073,702177,80000,237896,,,,,,
08/04/2015,Osun,Branch B,12,1361378,660972,60000,640406,,,,,,
09/04/2015,Lagos,Branch B,11,870778,512792,55000,302986,,,,,,
10/04/2015,Osun,Branch C,11,1236042,480576,55000,700466,,,,,,
11/04/2015,Kwara,Branch D,12,1169271,799347,60000,309924,,,,,,
12/04/2015,Lagos,Branch C,13,861488,505961,65000,290527,,,,,,
13/04/2015,Lagos,Branch B,14,1292175,758814,70000,463361,,,,,,
14/04/2015,Osun,Branch A,14,877153,481328,70000,325825,,,,,,
15/04/2015,Osun,Branch C,12,1335820,414536,60000,861284,,,,,,
16/04/2015,Lagos,Branch B,15,939227,350781,75000,513446,,,,,,
17/04/2015,Lagos,Branch A,20,963794,505772,100000,358022,,,,,,
18/04/2015,Osun,Branch D,10,1294363,747785,50000,496578,,,,,,
19/04/2015,Lagos,Branch B,15,730597,484576,75000,171021,,,,,,
20/04/2015,Kwara,Branch B,11,1085077,711126,55000,318951,,,,,,
21/04/2015,Kwara,Branch C,11,1129149,566669,55000,507480,,,,,,
22/04/2015,Lagos,Branch B,13,1258558,760623,65000,432935,,,,,,
23/04/2015,Kwara,Branch C,13,1362151,412021,65000,885130,,,,,,
24/04/2015,Kwara,Branch A,17,895431,654305,85000,156126,,,,,,
25/04/2015,Lagos,Branch B,11,776926,334029,55000,387897,,,,,,
26/04/2015,Osun,Branch B,19,1127854,580816,95000,452038,,,,,,
27/04/2015,Kwara,Branch D,14,725462,611539,70000,43923,,,,,,
28/04/2015,Lagos,Branch B,11,601858,708458,55000,-161600,,,,,,
29/04/2015,Kwara,Branch C,18,625278,629852,90000,-94574,,,,,,
30/04/2015,Lagos,Branch C,11,1047237,646934,55000,345303,,,,,,
01/05/2015,Lagos,Branch A,15,806405,565379,75000,166026,,,,,,
02/05/2015,Osun,Branch A,11,971892,525467,55000,391425,,,,,,
03/05/2015,Kwara,Branch C,21,887210,735508,105000,46702,,,,,,
04/05/2015,Lagos,Branch D,16,1107243,639214,80000,388029,,,,,,
05/05/2015,Kwara,Branch D,13,931645,532756,65000,333889,,,,,,
06/05/2015,Kwara,Branch B,12,1199166,771817,60000,367349,,,,,,
07/05/2015,Kwara,Branch B,20,1327887,552356,100000,675531,,,,,,
08/05/2015,Osun,Branch D,18,896806,501699,90000,305107,,,,,,
09/05/2015,Lagos,Branch A,20,636512,790401,100000,-253889,,,,,,
10/05/2015,Lagos,Branch B,16,732408,596284,80000,56124,,,,,,
11/05/2015,Osun,Branch D,21,1251639,557423,105000,589216,,,,,,
12/05/2015,Lagos,Branch B,19,648239,585161,95000,-31922,,,,,,
13/05/2015,Lagos,Branch D,17,1020555,796168,85000,139387,,,,,,
14/05/2015,Osun,Branch C,18,824408,379421,90000,354987,,,,,,
15/05/2015,Osun,Branch D,12,1166508,761607,60000,344901,,,,,,
16/05/2015,Kwara,Branch B,16,703863,371977,80000,251886,,,,,,
17/05/2015,Lagos,Branch A,13,654385,459929,65000,129456,,,,,,
18/05/2015,Lagos,Branch C,13,660673,489064,65000,106609,,,,,,
19/05/2015,Osun,Branch C,18,690201,538103,90000,62098,,,,,,
20/05/2015,Osun,Branch D,16,602757,377675,80000,145082,,,,,,
21/05/2015,Lagos,Branch A,19,1038543,455089,95000,488454,,,,,,
22/05/2015,Osun,Branch C,14,729377,311748,70000,347629,,,,,,
23/05/2015,Osun,Branch D,13,893971,734824,65000,94147,,,,,,
24/05/2015,Osun,Branch A,19,908213,409379,95000,403834,,,,,,
25/05/2015,Kwara,Branch B,19,1225462,691388,95000,439074,,,,,,
26/05/2015,Kwara,Branch C,15,1132331,576176,75000,481155,,,,,,
27/05/2015,Osun,Branch B,19,866910,724594,95000,47316,,,,,,
28/05/2015,Kwara,Branch D,14,1003832,490290,70000,443542,,,,,,
29/05/2015,Kwara,Branch C,13,1087983,588463,65000,434520,,,,,,
30/05/2015,Osun,Branch A,16,1067211,717129,80000,270082,,,,,,
31/05/2015,Kwara,Branch B,19,665721,633104,95000,-62383,,,,,,
01/06/2015,Osun,Branch B,15,1149330,490233,75000,584097,,,,,,
02/06/2015,Lagos,Branch C,16,1049886,706799,80000,263087,,,,,,
03/06/2015,Kwara,Branch C,16,1193723,742868,80000,370855,,,,,,
04/06/2015,Lagos,Branch B,11,1268920,408608,55000,805312,,,,,,
05/06/2015,Lagos,Branch C,16,1137462,423271,80000,634191,,,,,,
06/06/2015,Osun,Branch D,11,1237565,712243,55000,470322,,,,,,
07/06/2015,Lagos,Branch B,15,629152,776564,75000,-222412,,,,,,
08/06/2015,Kwara,Branch D,14,1330794,655808,70000,604986,,,,,,
09/06/2015,Osun,Branch C,20,917111,616991,100000,200120,,,,,,
10/06/2015,Lagos,Branch B,14,1177564,758830,70000,348734,,,,,,
11/06/2015,Kwara,Branch C,10,1356338,339330,50000,967008,,,,,,
12/06/2015,Lagos,Branch B,20,1360219,798282,100000,461937,,,,,,
13/06/2015,Lagos,Branch B,19,1219565,654376,95000,470189,,,,,,
14/06/2015,Lagos,Branch D,18,1374702,463339,90000,821363,,,,,,
15/06/2015,Lagos,Branch B,10,696632,619209,50000,27423,,,,,,
16/06/2015,Lagos,Branch A,20,631854,602197,100000,-70343,,,,,,
17/06/2015,Lagos,Branch A,10,1071812,497076,50000,524736,,,,,,
18/06/2015,Osun,Branch C,13,1241319,648569,65000,527750,,,,,,
19/06/2015,Osun,Branch D,20,1229287,599929,100000,529358,,,,,,
20/06/2015,Osun,Branch C,14,773769,331115,70000,372654,,,,,,
21/06/2015,Osun,Branch B,12,840284,303244,60000,477040,,,,,,
22/06/2015,Lagos,Branch C,21,612883,689164,105000,-181281,,,,,,
23/06/2015,Kwara,Branch C,20,1367660,684831,100000,582829,,,,,,
24/06/2015,Lagos,Branch C,10,1142592,375656,50000,716936,,,,,,
25/06/2015,Osun,Branch C,14,887367,430816,70000,386551,,,,,,
26/06/2015,Lagos,Branch C,15,1057691,600112,75000,382579,,,,,,
27/06/2015,Lagos,Branch D,10,1182432,479460,50000,652972,,,,,,
28/06/2015,Osun,Branch C,19,1156178,466576,95000,594602,,,,,,
29/06/2015,Lagos,Branch C,19,1365571,579622,95000,690949,,,,,,
30/06/2015,Kwara,Branch C,19,642144,458651,95000,88493,,,,,,
01/01/2015,Lagos,Branch C,21,1240726,349800,105000,785926,,,,,,
02/01/2015,Kwara,Branch D,21,1283606,346465,105000,832141,,,,,,
03/01/2015,Kwara,Branch C,13,1015915,348278,65000,602637,,,,,,
04/01/2015,Kwara,Branch C,18,619179,749278,90000,-220099,,,,,,
05/01/2015,Lagos,Branch A,13,632507,594450,65000,-26943,,,,,,
06/01/2015,Lagos,Branch C,13,1014079,406150,65000,542929,,,,,,
07/01/2015,Kwara,Branch A,20,817825,506413,100000,211412,,,,,,
08/01/2015,Lagos,Branch C,10,1218565,587552,50000,581013,,,,,,
09/01/2015,Osun,Branch C,20,988428,476666,100000,411762,,,,,,
10/01/2015,Osun,Branch C,12,668314,460154,60000,148160,,,,,,
11/01/2015,Kwara,Branch D,12,697154,613549,60000,23605,,,,,,
12/01/2015,Lagos,Branch C,10,1029852,703444,50000,276408,,,,,,
13/01/2015,Kwara,Branch B,15,890791,638842,75000,176949,,,,,,
14/01/2015,Osun,Branch C,16,678929,563008,80000,35921,,,,,,
15/01/2015,Kwara,Branch B,17,999777,673533,85000,241244,,,,,,
16/01/2015,Lagos,Branch C,16,1278641,756303,80000,442338,,,,,,
17/01/2015,Osun,Branch D,19,1331917,604428,95000,632489,,,,,,
18/01/2015,Kwara,Branch C,19,651644,593604,95000,-36960,,,,,,
19/01/2015,Lagos,Branch D,15,899773,417004,75000,407769,,,,,,
20/01/2015,Lagos,Branch A,15,1133540,579737,75000,478803,,,,,,
21/01/2015,Lagos,Branch D,16,985147,327544,80000,577603,,,,,,
22/01/2015,Lagos,Branch D,14,1278993,763345,70000,445648,,,,,,
23/01/2015,Kwara,Branch B,19,1179203,664048,95000,420155,,,,,,
